User_ID,Calories,BMI,Duration,Age,Heart_Rate,Calories_Burned
18863486,57.0,23.725286160249738,6,44,144,13.04814718575098
11754581,65.0,24.635368550712467,10,33,116,24.61610137638292
15161631,91.0,23.4375,58,43,147,120.93471319311661
18735761,120.0,23.795359904818564,110,50,154,236.61948958839258
15878611,70.0,24.67702133836552,8,48,99,23.716967385309864
19249559,39.0,24.50740123517302,58,65,176,127.05590111793106
15469030,136.0,27.358845456721728,97,64,179,236.34443397702142
11157560,77.0,22.40817898532965,67,23,89,161.95052390775356
19576971,42.0,22.12973972783723,22,61,101,63.686474985266194
15048071,41.0,26.87854442344045,94,25,66,305.1186319835759
18707469,59.0,23.337684427040067,48,24,172,66.97620431096348
12598637,179.0,24.2568253261058,38,51,130,96.80147869543775
14342169,6.0,25.3069320474676,78,61,150,199.8425623582566
19208771,13.0,25.806451612903224,66,31,147,140.31901545056434
11790318,147.0,24.35542118081801,104,33,78,307.1222496688405
11756583,180.0,26.27728507868255,18,60,100,60.015208883690974
16417986,101.0,26.484492958095103,99,26,179,165.42926621299063
13065142,150.0,21.230572023714146,52,27,93,119.97262286526248
10481882,179.0,22.03856749311295,19,34,81,50.95777014232364
19521409,23.0,24.45759368836292,76,29,111,185.47570941805162
15862346,10.0,26.59279778393352,82,23,174,139.24633170553432
12234447,39.0,24.163265306122447,91,36,150,181.78929595738862
14624633,247.0,28.360351528307834,66,60,65,266.44659355361165
17074274,89.0,20.96436058700209,44,58,133,100.23809999959911
17636190,141.0,25.33500198406642,89,46,168,182.69957623504558
14345479,18.0,24.21875,84,23,154,144.37971797323132
11772472,70.0,22.91303307000445,113,42,84,324.9632714977
19087162,185.0,25.46401086464464,86,41,125,220.86328552713695
15875055,54.0,24.329584775086506,115,42,69,371.7957781580184
10939512,207.0,25.969529085872576,57,33,133,135.1439947921908
13616455,189.0,25.475210660395845,28,33,85,83.34861324216362
19118405,6.0,25.3069320474676,30,23,64,92.10100390746302
10503799,60.0,23.456790123456788,93,54,145,214.74968176828835
16572590,23.0,24.44468062493357,64,38,127,152.23848834371384
17336010,186.0,24.03460983816696,113,21,178,150.79173511424332
15483091,178.0,26.312811226799457,45,51,157,107.85070820461576
10006441,122.0,25.55932915514163,33,45,130,85.15665772942593
13075455,166.0,26.897670187097027,19,55,109,60.58269934171271
17564519,158.0,27.76342975206612,49,58,76,185.56110025599293
18789619,7.0,21.132713440405748,69,45,70,202.21501244930974
15444304,143.0,23.761788074552616,93,34,112,226.99538750129386
13122354,43.0,21.36752136752137,75,31,109,162.9756014977693
10692173,86.0,23.96205193407991,13,24,67,37.73653803154086
12890276,128.0,23.51020408163265,92,39,151,180.9843452218363
14339451,182.0,22.835009827725745,5,18,167,6.52049043374636
16626118,52.0,24.221453287197235,112,46,179,199.67918688429145
17268858,236.0,28.40111107643332,12,48,156,30.966587590958827
13816658,114.0,26.041666666666668,92,47,175,188.59743467176543
14191617,64.0,22.12973972783723,67,32,121,141.202974096881
13672975,171.0,25.401701323251416,15,35,148,32.097134913090464
16361679,19.0,26.216410224399983,119,52,144,307.31063566678995
17739883,144.0,24.32322868339264,85,47,135,205.28795858344185
19341462,37.0,25.689561925365066,12,51,149,29.278055716127888
14117537,185.0,22.79035792549306,39,59,88,121.22967363932582
12667831,60.0,22.79032897344431,39,28,161,60.78206968452378
10661999,127.0,25.195263290501387,37,44,158,79.16922669931934
10366046,149.0,26.491508201480624,9,41,160,19.779785422877442
11523134,78.0,24.85907356185008,110,52,169,230.37658858855858
12275702,24.0,23.42355740630577,107,56,103,312.14602803888465
11190411,143.0,23.124670372023203,45,25,168,65.03137346237928
19686449,143.0,23.766410140335,32,35,104,82.20037181459129
15565644,71.0,24.84098008957808,11,30,88,30.96196683954409
10154011,58.0,27.17063156623596,77,62,172,190.73670067026657
12676049,71.0,24.30248705971468,76,41,147,162.8042467007492
10228092,20.0,25.697069943289225,16,40,118,42.7432110081795
18997284,78.0,25.492722238973712,38,29,74,116.2342745316022
10836250,93.0,24.535123966942148,37,47,129,93.24475267844443
15883541,17.0,23.233456176894723,52,48,155,106.18056484703169
16990389,12.0,24.099722991689752,27,45,103,75.46426512687827
17046329,115.0,24.724520008546747,66,39,157,132.9691044350523
14136420,119.0,23.875114784205696,92,61,95,291.0621707690497
13138092,168.0,22.64086462471699,41,45,143,85.6978850542808
16655537,44.0,25.507601265177023,103,30,180,167.23220039103194
16245184,192.0,23.283418553688826,48,42,116,118.86177564676454
19157340,96.0,21.75019667731038,108,61,176,197.11879040202336
19810083,135.0,23.529411764705884,90,63,123,250.01507282645372
19821989,54.0,21.513858510523864,95,24,135,162.2685265203384
17219988,239.0,27.01685988851271,39,62,158,103.4577509425364
19572798,69.0,22.758306781975424,69,23,172,90.78504797085544
18360844,46.0,24.9680097375238,103,41,97,298.63412220982934
13918575,115.0,23.42355740630577,105,36,179,159.67390333902804
15319150,17.0,23.335466144755166,51,36,76,149.15379623725144
16112624,190.0,24.998903556861546,82,53,86,267.7983922063899
11099585,48.0,25.207756232686982,7,26,76,20.634856623040946
17300463,178.0,23.243801652892564,5,65,122,13.982562260006635
17118372,20.0,26.040952824758094,9,53,70,32.370776034676474
14435543,64.0,24.740937287102444,94,55,123,259.99890357324756
10908558,95.0,24.034407151290267,18,57,178,35.48033551745366
14181557,196.0,26.575890590940304,107,46,98,336.61418143707687
17152651,9.0,26.58875091307524,31,41,61,110.56330345557951
10192977,105.0,22.51519097222222,13,65,174,26.06665732220628
19584135,58.0,24.74745425777921,83,22,125,178.9104584508952
19445771,111.0,24.031709372366656,19,59,113,55.06390014223828
11294536,108.0,25.96304794106992,94,62,88,329.05830155094833
12845462,24.0,26.7130673463386,46,43,104,139.15927605043035
10578158,67.0,22.95908765854944,81,31,147,147.5584976274302
19789364,62.0,23.06805074971165,55,56,147,125.15342405351521
12301038,172.0,23.98687034465345,67,46,139,154.5441859499628
18976127,24.0,23.99945916711736,100,23,90,257.353206011828
11460469,84.0,24.30248705971468,107,24,108,254.29870143455327
15238405,132.0,23.05456246449932,117,54,166,231.4256737792828
18559105,167.0,23.40750912892856,56,35,68,169.36463972695591
12761860,101.0,21.92612582222972,100,40,86,270.748170834157
12777201,113.0,23.148148148148145,8,61,115,22.492737766447128
11084582,84.0,24.343809494085704,98,55,164,211.7706829263868
11393152,28.0,24.977043158861346,105,18,137,204.19196667483106
12327773,157.0,26.863298703434666,27,21,104,71.6082537917666
12038545,64.0,27.776929886145112,107,61,148,305.3275444130014
17593004,133.0,24.95659722222222,113,64,102,365.7043597965795
11708341,145.0,21.936347412254616,19,52,167,34.378304658806165
10753818,174.0,26.19618735008206,47,40,81,151.92688197872008
10608177,34.0,24.77209671026556,33,44,158,69.11781893198255
11267944,193.0,22.832879346258608,40,43,92,111.00519735800047
19795364,147.0,26.54320987654321,17,25,86,49.906471980265785
14290814,133.0,24.62296091104956,36,60,99,114.15887483249737
19222644,161.0,26.26196308174036,75,33,85,229.5620200194961
12847212,18.0,21.9671201814059,63,58,142,142.4949801966676
11986136,85.0,27.45288684263204,119,20,104,321.0011062444982
11830053,90.0,24.161722462347985,90,49,162,185.65086177451758
14737350,176.0,25.46401086464464,32,22,104,80.64906813513637
15294669,51.0,23.95122659311947,70,37,85,201.92153376458216
17146724,24.0,22.052190183434128,46,31,129,90.70102167816924
17490159,22.0,21.98989236526368,49,49,126,113.90649460362093
15501381,212.0,26.28256332294056,66,43,65,231.94507958634208
16736138,201.0,26.674874320303687,61,64,87,221.17360457897425
18493316,83.0,23.337684427040067,10,23,126,20.08831853674072
17497515,87.0,24.75009611687812,32,53,72,109.80285264602597
14364172,141.0,25.21735857578381,32,57,122,91.71076676933474
14217831,134.0,24.91990032039872,112,22,72,324.9354338928343
10483147,5.0,25.925925925925924,48,30,180,80.07962608880388
18046507,201.0,25.766837531865903,88,49,136,228.0169544679823
12414011,9.0,23.80879704526724,34,33,60,106.81634735035355
10710546,20.0,23.57391518872837,66,18,99,152.86421643842152
16175343,221.0,25.47987090198744,79,30,96,219.08599979018496
12020646,112.0,25.558846200657225,96,28,90,271.54912476330196
13611443,108.0,27.173119065010955,93,25,175,165.70779222423027
16383525,257.0,26.91272587466359,107,42,76,365.19660090654935
17841776,192.0,23.11616537357849,66,57,68,223.233786862869
10735479,72.0,26.59279778393352,101,49,168,226.27039580938862
13117699,169.0,23.722810651876102,5,41,123,12.047575195409886
16042685,120.0,27.281746031746035,31,45,116,91.65772982488086
10315558,172.0,24.56931437160365,66,31,72,199.5124061999895
12304455,21.0,22.783308885490467,120,62,96,366.11861568617593
15503276,105.0,21.60410477990818,81,20,73,202.31464585649377
10565624,156.0,23.030045351473927,109,53,134,261.24820617794603
12458510,13.0,23.78121284185493,7,44,84,21.027635917816124
13885247,134.0,26.869806094182827,107,37,154,240.72537990656926
11572170,130.0,24.341758286340216,74,64,137,199.08660578828858
19911268,7.0,26.035502958579883,76,32,116,197.11168407118691
12859596,140.0,21.877551020408163,31,44,130,67.24822306551683
15376017,34.0,24.742373227221712,13,62,147,33.287703392393915
19921858,34.0,24.163265306122447,66,58,172,137.60451437936547
19187230,44.0,24.609375,41,45,159,85.32314113288719
10874559,42.0,23.99945916711736,101,42,101,278.6226008826537
11746700,9.0,23.1472551213302,55,59,101,163.25223158801086
10952850,107.0,22.308149910767405,110,61,106,312.98324818605874
16785115,39.0,24.77209671026556,48,63,175,105.46843191775247
14951529,178.0,24.67702133836552,28,50,103,82.4630378562327
13846186,79.0,24.77365884419621,83,63,100,267.80156776179183
10590765,113.0,26.25,63,31,62,210.40524378585084
15032837,143.0,21.82995219993225,36,25,170,46.055345711555745
15511677,16.0,21.453573713726524,100,65,167,198.77074963619748
18148848,137.0,25.475210660395845,92,31,149,189.81429901392687
13172849,71.0,24.187046492878256,109,18,170,153.4114349632055
18401432,72.0,24.52434634705905,56,33,149,111.82864972243527
14857446,76.0,25.46401086464464,117,35,60,392.411558810775
12734403,187.0,26.540235512381148,66,24,138,145.47468432003632
11693744,109.0,23.30558858501784,117,32,70,343.15784612350313
10622381,204.0,25.50361570247934,62,41,160,129.71420898977607
18548803,29.0,24.341758286340216,56,30,66,171.54114749437744
18119523,91.0,25.25,16,26,71,48.33533460803059
13991141,16.0,21.82995219993225,43,32,175,57.38408193685879
10677750,36.0,27.738854413909458,6,52,180,13.507192677677308
17724752,80.0,27.469281663516067,7,41,97,22.16693339375494
17047475,151.0,22.6421929718633,117,50,113,303.07750180473715
18908393,195.0,23.88844098062049,105,33,126,235.67909528824467
19475479,26.0,24.337479718766904,117,25,165,189.06436396682824
10854360,138.0,26.84635829149776,60,46,112,178.96421741813285
17425584,15.0,22.49134948096886,85,40,149,161.7933858677314
15539064,120.0,25.64891761567662,63,62,177,141.48839276697575
14130669,197.0,24.45356840961236,117,48,153,257.37499468334164
15015988,114.0,25.77039930555556,6,57,91,20.102599286966225
13741485,127.0,22.20633068613798,6,31,159,9.459580902735523
13015812,112.0,24.25127830533236,96,47,104,271.951013188787
13939844,116.0,23.73866213151928,58,56,110,165.58320337057708
13135068,35.0,25.06574621959237,91,44,96,270.86945400467386
13286573,110.0,26.83600807737273,105,64,178,251.40982200791436
19246830,117.0,22.666666666666668,100,33,118,222.37460165710644
18976105,115.0,24.983563445101908,101,23,113,238.67573538183717
14714345,157.0,26.312811226799457,5,50,77,17.383507625029537
18319225,54.0,24.03460983816696,23,61,60,84.20329420445748
14775199,163.0,25.24933720489837,6,35,176,10.435961182644194
10074404,156.0,27.717685235262305,57,33,80,187.24648272488773
16366307,42.0,24.194608809993422,48,29,87,131.60029514144233
13945114,35.0,21.641274238227147,94,37,171,137.02045336938497
16749464,34.0,22.832879346258608,36,62,75,120.39963938128264
18521428,99.0,26.02987777274785,74,57,107,233.7383267586018
10207737,161.0,26.31293402777778,36,46,87,117.6752073374761
10722362,38.0,23.06805074971165,72,47,81,217.5801159798077
15316949,104.0,23.53304270668569,59,43,142,127.67008728665408
14920065,200.0,25.401701323251416,79,39,171,149.70218348682707
10809847,183.0,27.43484224965706,60,50,60,229.7934242932118
12363678,140.0,24.489795918367346,21,56,154,48.95999795137939
17804243,100.0,24.46460160337235,42,64,175,91.64733106003362
15862195,178.0,26.31578947368421,28,46,175,57.724376069236165
12555008,150.0,23.405654174884944,73,39,101,192.874209830694
13788834,83.0,25.282569898869724,120,62,157,297.7340896398052
19113986,12.0,24.65590961580475,102,30,169,171.71867676366253
19510192,49.0,24.913494809688583,74,26,163,127.4746369593839
15831321,147.0,26.528510346119035,90,41,129,236.4362773447894
14142930,44.0,26.84635829149776,15,32,151,32.99993341763072
16036236,179.0,23.73866213151928,116,53,62,401.41183695147913
19962170,161.0,23.011176857330703,20,30,154,34.270833129054914
11390035,20.0,25.24933720489837,101,44,139,243.0255433559
16163940,127.0,23.030045351473927,77,61,140,189.10707305229292
17847428,247.0,26.595000139973685,63,54,103,202.91381595209432
18908334,173.0,27.4506048708864,74,24,86,223.10806330575272
17029728,3.0,24.158817968558527,84,25,110,197.52695153568527
10082523,32.0,26.65080309339679,97,54,83,339.6207664690734
15505673,140.0,22.34351559258195,7,58,79,22.165490251199458
12679497,34.0,27.34375,24,31,91,73.41002868068833
17438788,30.0,25.351541373715524,63,29,158,119.1403073724932
19382988,64.0,20.832529609197174,40,53,72,120.50465813798255
13632419,152.0,26.00438276113952,23,57,171,52.3879419999944
12432246,91.0,26.28780718336484,94,34,102,267.713244026212
19984594,9.0,26.01456815816857,71,57,79,251.4242510763962
14768524,20.0,23.243801652892564,23,46,171,41.1268920365659
18107311,156.0,23.046875,24,44,175,40.243666347992345
11102823,223.0,24.26960059171597,100,18,61,291.18918223268116
11337714,83.0,25.492722238973712,75,51,127,204.05010848355118
15422663,51.0,24.44727891156463,56,21,150,98.71369389055813
10201123,52.0,25.50404037692287,109,41,119,289.3714716455616
10310404,170.0,23.80869017191275,37,38,148,74.83626937393335
17001911,7.0,21.192742415229034,44,50,63,137.348191672079
13586767,149.0,22.13673973000436,43,24,155,64.51027732124567
11312954,181.0,24.41927902078691,86,18,76,234.0980343490076
19873304,201.0,25.458065904119906,108,58,60,406.0905076029687
10331021,23.0,24.50922070196312,5,20,92,12.737575881833063
10566369,109.0,24.59321112985787,15,61,89,49.84199575981992
19286727,30.0,25.209201358495854,96,32,64,309.0014878971934
19845852,84.0,25.78125,61,48,177,122.7552832217973
18971121,128.0,25.10633270321361,93,33,71,291.0349198359399
16784301,137.0,25.755158030290307,54,27,161,100.31683084174823
15158798,216.0,24.17897757466256,27,46,91,80.61622295112467
12730658,68.0,21.907582457706194,35,23,97,78.88636009273836
16649627,129.0,25.7626772778288,98,46,180,189.51825748260367
16205668,50.0,26.035502958579883,46,34,76,146.17881894396237
15013894,19.0,24.16716240333136,103,39,117,257.9082834027934
12286808,30.0,22.582709172343712,11,41,177,17.01376504794292
10485469,197.0,24.6097337006428,20,34,168,35.2609603772823
13340241,24.0,26.06167930769488,94,38,99,275.9608366925688
14093741,70.0,24.91076740035693,116,28,155,216.62792568044833
11983925,54.0,25.0,120,24,83,335.3050669216061
11222672,88.0,23.03875236294896,64,59,71,215.56894924222982
17862213,24.0,26.869806094182827,117,56,170,276.8536908179425
18184462,121.0,22.46003435064077,6,22,154,9.078853769034248
14919629,57.0,24.30248705971468,5,61,78,17.213303313939296
17551112,126.0,26.85546875,52,65,88,189.7513509799235
17567644,24.0,25.99243856332703,16,38,144,36.97429646470305
17752929,41.0,23.588329220496444,73,35,149,141.05559043992318
18452221,28.0,24.95659722222222,41,52,111,118.92430482526022
15176055,34.0,24.12214577451276,36,37,151,71.90116855952098
10836299,161.0,24.45759368836292,13,32,76,38.65907903123008
14734299,20.0,24.816326530612244,109,22,132,225.28771354430873
10567350,119.0,23.57391518872837,103,30,80,287.27386516661824
13304804,63.0,22.4813290656912,23,29,173,31.70591975097355
10638410,58.0,23.148148148148145,52,38,119,122.19579739395223
13464795,215.0,21.82995219993225,84,54,157,165.53028403442042
13693397,96.0,23.73866213151928,7,23,134,13.593434019241862
14347203,160.0,22.92097107438017,24,24,178,30.44327876364901
13541948,154.0,22.22222222222222,28,43,79,80.87066390482259
12431875,11.0,25.35925612848689,58,59,172,129.36522030550705
18290984,122.0,24.78425751739377,37,65,112,114.63986581878684
15699085,124.0,22.832879346258608,28,25,173,37.669728016757105
17286230,113.0,23.323418063818284,120,26,170,174.79538885677445
12037170,9.0,23.589835468362743,79,44,162,151.1451719155577
15295331,208.0,24.114038033027075,117,21,139,219.7331533411223
13302612,101.0,26.19618735008206,76,38,122,200.22503315122106
14255616,66.0,24.17897757466256,40,48,116,107.12503605534509
12824130,100.0,25.25187456517818,42,38,88,126.00560440559335
12481603,65.0,26.027582477014604,108,57,60,410.7545333274045
17977871,47.0,24.535123966942148,88,42,141,199.4995637058925
10164017,8.0,24.736530186296992,103,56,118,293.7320790700615
13155595,17.0,24.609375,116,32,123,272.0311591778202
11627255,101.0,24.78425751739377,93,52,145,224.65523576610892
12530320,18.0,23.45856237526697,103,60,131,268.57690886821155
14132143,131.0,24.01725321046956,29,58,130,76.72257491298699
14940695,58.0,23.51020408163265,97,54,148,220.5471024700511
17806572,87.0,22.4813290656912,22,59,153,48.03782215102683
14971780,152.0,24.75,114,64,157,280.39068355640535
16691239,193.0,26.040952824758094,86,45,103,258.21138453105556
15563989,51.0,26.794938016528928,70,31,107,194.6385850070319
10679574,157.0,25.24933720489837,58,21,164,96.0696196667715
10176870,165.0,24.77209671026556,39,37,175,67.75906651634787
19455108,22.0,22.12973972783723,84,51,134,190.27444716258603
18145627,91.0,22.47120876377142,65,29,74,177.83006604811365
13361025,9.0,24.61810377477591,45,50,94,137.80363775420417
19596964,74.0,26.881720430107524,104,41,82,344.2112999856082
18120047,26.0,28.04967129291453,37,37,112,109.23041134825071
19554783,57.0,24.021275987303035,72,22,104,170.35768947169646
17873138,37.0,24.00548696844993,37,55,144,88.77005486968447
12940540,217.0,24.023808670084986,18,47,151,38.9449498734981
12338218,47.0,25.68007405416704,25,41,72,82.9625305749492
11860761,139.0,26.58420138888889,52,60,93,180.07765123751858
16221860,19.0,23.148148148148145,24,57,97,71.70792649245801
14662956,80.0,23.93606231490121,12,24,129,24.591731550355124
15359537,74.0,24.967113211092915,11,53,167,23.661102607076543
19371363,54.0,23.283418553688826,71,55,127,181.42459588477166
16364264,154.0,23.54788069073783,21,33,64,64.23657197487024
15285889,140.0,23.624447492760247,37,32,178,54.95059703494458
11844111,52.0,26.58420138888889,52,63,99,178.5556818302528
10907293,79.0,26.85546875,80,40,129,211.5463790630975
12870966,94.0,25.640242971826257,63,29,80,188.5108865657371
17244789,202.0,22.819404547773097,119,46,87,344.5473130826796
11185950,238.0,27.88518738845925,90,61,62,364.06195554749235
15381308,117.0,24.755464315903875,26,65,82,91.1803572404105
16193075,26.0,25.4115061468373,114,32,131,264.60085386488595
19166163,184.0,23.538547404693155,34,46,78,105.25420305422524
14314848,169.0,24.38652644413961,42,62,176,89.23488869130203
11718003,2.0,25.475210660395845,106,60,134,294.8840501856779
17985735,162.0,25.057360222195385,113,38,109,304.10507851919994
12701312,62.0,21.75546853368142,55,32,133,104.65663337820939
10377282,150.0,26.038781163434905,58,31,117,148.6260110670911
18979629,183.0,21.6712580348944,12,59,151,25.492762695615987
15987356,138.0,23.095409007209515,31,61,79,102.2976061540982
15694837,99.0,25.712198685171657,31,33,167,58.18446051918539
10160535,128.0,20.82465639316952,102,32,175,125.16054172576284
19295195,54.0,22.20408163265306,25,59,151,54.533671762203916
19318394,127.0,27.65174904024269,34,21,152,70.64541916995267
19941237,11.0,25.2162533116282,101,44,131,253.75522145721155
19326172,66.0,26.175194521137367,32,40,142,76.5837628287008
13422365,49.0,25.925925925925924,115,46,112,331.7011755541392
16412866,42.0,22.386314277122523,68,58,171,129.79239546883005
12961279,37.0,24.65590961580475,101,26,144,197.5361760991817
15322514,12.0,23.19109461966605,73,60,141,178.24714830682836
18742025,243.0,24.280263614290668,65,60,68,231.38778746180714
19370901,14.0,20.7967298935064,52,24,63,136.2075324176757
16152838,171.0,24.87771968291449,23,59,100,72.83873651304617
11589040,241.0,27.21730294672667,8,21,84,23.715368791159015
18394669,125.0,24.3910588392529,39,22,93,99.70494957066012
19783354,171.0,25.280109859242845,68,22,132,143.9172726519195
15351545,52.0,24.487297214569946,53,28,68,159.84667391511732
12132600,187.0,25.741937080765336,21,58,141,56.259242235392776
12811109,141.0,23.355636914531,48,45,134,109.92391007470283
13079051,314.0,26.009444205954395,96,33,72,308.3725456727221
13156882,159.0,24.3910588392529,34,58,161,76.84675703610718
15720905,30.0,21.707923392038097,97,47,68,296.32997707198507
11372824,176.0,24.0569347455645,50,21,139,93.59788740698427
10352361,211.0,25.88057063502083,10,19,63,30.743215076437178
13705651,29.0,23.529411764705884,103,63,93,328.5272377966483
16859377,99.0,23.59700420642249,109,20,66,305.9377893501966
15352402,190.0,24.158817968558527,41,38,74,126.09149598879405
11626397,22.0,26.31578947368421,28,23,180,44.41333400422661
13744758,247.0,25.21860694608152,97,60,97,316.43215333410666
15704485,17.0,24.271844660194176,117,35,134,258.7039161205888
11639090,37.0,25.390625,50,61,155,125.12114603250475
17172875,117.0,24.023808670084986,57,22,150,98.90463492445846
12219500,52.0,25.46401086464464,99,26,153,189.94975865397683
17495765,7.0,23.225431847873423,103,37,111,252.37715621510665
18147320,68.0,25.013520822065985,64,45,140,152.6370403308284
19057565,74.0,27.117768595041323,101,43,159,233.69227717159427
16697741,154.0,26.58875091307524,120,35,142,281.88153178758836
14165839,165.0,24.65483234714004,67,36,66,214.5886540912879
11217409,96.0,25.45111384369012,89,20,166,145.32011277962275
11023789,77.0,25.746944318696244,36,26,104,94.36571844540022
16838492,86.0,22.321428571428577,91,53,118,231.19226099426388
15162283,129.0,25.741937080765336,37,48,80,123.54846742666717
16886509,151.0,22.97193820098194,71,34,87,191.65894699020498
15281529,197.0,24.45356840961236,22,40,62,72.75256870007891
13550814,77.0,24.69864962817794,29,51,73,97.9256398895588
15912232,22.0,25.06574621959237,110,58,61,407.48878777107734
17844052,161.0,24.755464315903875,99,58,88,326.7795890452077
12876943,192.0,22.892819979188346,58,22,77,151.7246050411557
10280911,37.0,22.942130453700404,62,32,96,157.31700903716035
19287036,135.0,25.746944318696244,71,64,104,233.82814016534132
14893331,55.0,24.031709372366656,108,20,104,251.836703294172
12514678,29.0,24.85907356185008,50,36,83,149.5691646374206
16685296,52.0,25.712198685171657,28,45,179,53.88598161000128
12746799,2.0,24.3910588392529,118,20,105,278.06800155923514
10986379,106.0,24.187046492878256,36,55,71,123.12909629496787
12209289,28.0,23.88844098062049,51,21,112,113.44563363604388
10374360,189.0,24.4943309512386,90,41,104,247.74145127281338
